"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2015099087,"99","8","2500 WHEATSHEAF LN","","PHILA","PA","19137","DURHAM SCHOOL SERVICES","9999999999","999999","","","","","N","","","","","","N","","3","","10"
2015101982,"02","8","440 N BROAD ST","","PHILADELPHIA","PA","19130","PHILADELPHIA SCHOOL DISTRICT","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015103283,"99","8","2500 WHEATSHEAF LN","","PHILA","PA","19137","DURHAM SCHOOL SERVICES LP","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015103879,"03","4","4300 RISING SUN AVENUE","","PHILDELPHIA","PA","19140","RICHARD S. BURNS COMPANY INC.","2153246377","057220","","","","","N","","","","","","N","","2","00362745","04"
2015106404,"99","1","1535 NEW HOPE CHURCH RD","","UNKNOWN","GA","99999","US XPRESS INC","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015106414,"05","2","4029 EGYPT RD","","SNELLVILLE","GA","300396494","UNITED BROTHERS TRANSPORTATION","6784581498","080000","","","","","N","","","","","","N","","2","01802701","08"
2015107438,"99","1","FAIRVIEW RD","","ELK TWP","NJ","08028","KULB","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015107455,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015108798,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015109247,"99","9","6005 RISING SUN","","PHILA","PA","19111","MR DS PLUMBING & HEATING","9999999999","019500","","","","","N","","","","","","N","","1","","05"
2015109325,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015110333,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015112078,"99","9","2220 ORTHODOX ST","","PHILA","PA","19137","A-BOBS TOWING","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2015116479,"05","1","1415 MARAS ST","","SHAKOPEE","MN","55379","Q CARRIERS","8008004755","038000","","","","","N","","","","","","N","","1","00191719","08"
2015125370,"02","1","170 N RADNOR CHESTER RD","","RADNOR","PA","19087","ENTERPRISE FM TRUST","6108287654","019500","","","","","N","","","","","","N","","1","00702911","03"
2015125373,"05","3","4321 S LAWNDALE AVE APT","","LYONS","IL","60534","BRANKO SUPICA","7086299119","080000","","","","","N","","","","","","N","","2","01316036","06"
2015127294,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2158068768","999999","","","","","N","","","","","","N","","1","","11"
2015128614,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2015129093,"99","1","GOOSE HILL ROAD BOX 259","","JEFFERSON","ME","04248","AREA STORAGE & TRANSFER","2075497541","080000","","","","","N","","","","","","N","","2","00358803","06"
2015130034,"99","9","100 S BROAD ST,3RD FL","","PHILA","PA","19110","CITY OF PHILA OFFICE OF FLEET","9999999999","020000","","","","","N","","","","","","N","","1","","05"
2015130269,"99","8","1234 MARKET","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","1","","11"
2015133732,"99","7","1224 HAYES BLVD","","BRISTOL","PA","19007","WASTE MANAGEMENT","9999999999","066000","","","","","N","","","","","","N","","1","","05"
2015133734,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2016000966,"99","9","111 PRESIDENTIAL BLVD","","UNKNOWN","NJ","99999","DASH & LOVE INC","9999999999","999999","","","","","N","","","","","","N","","2","","06"
2016002577,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2016007633,"99","1","UNKNOWN ADDRESS","","UNKNOWN","ZZ","99999","UNKNOWN CARRIER","9999999999","","","","","","N","","","","","","N","","1","","08"
2016007651,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015012421,"99","1","1401 BERLIN RD","","CHERRYHILL","PA","08034","RYDER TRUCK RENTAL LT","9999999999","054000","","","","","N","","","","","","N","","1","","08"
2015025011,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015033333,"04","9","PO BOX 253","","ALLEN","TX","75013","US MAIL","8664188006","065000","","","","","","","","","","","N","","1","06618249","06"
2015033735,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015036628,"99","9","6029 KEYSTONE ST","","PHILA","PA","19135","PHILLY ROADSIDE ASSISTANCE INC","9999999999","018000","","","","","N","","","","","","N","","2","","05"
2015036747,"99","9","1945 N MORTON AVE","","MORTON","IL","61550","CRST MALONE INC","3369533893","080000","","","","","N","","","","","","Y","","2","00105790","08"
2015038571,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015038617,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015038641,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015042886,"99","1","460 AMERICAN AVE","","KING OF PRUSSIA","PA","19406","SOUTHERN WINE & SPIRITS","9999999999","026000","","","","","N","","","","","","N","","1","","05"
2015051913,"02","8","6930 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","2153658000","029800","","","","","N","","","","","","N","","1","02299946","11"
2015051913,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA TRENTON-PHILADELPHIA","2155807947","019290","","","","","N","","","","","","N","","2","00010206","11"
2015054006,"99","9","HERON DR","","SWEDESBORO","NJ","08085","BENTLEY TRUCK SERVICES INC","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2015056274,"99","8","1234 MARKET ST, 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRAN","2155807460","999999","","","","","N","","","","","","N","","2","","11"
2015061791,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015063918,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015075716,"99","9","300 E LUZERNE","","PHILA","PA","19124","SUNRISE COMPLETE AUTO SERVICE","9999999999","025500","","","","","N","","","","","","N","","2","","05"
2015077847,"02","8","6930 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","2153658000","999999","","","","","N","","","","","","N","","1","02299946","11"
2015078268,"99","9","BROOME CORP HWY","","FRANKLIN","NY","13748","MAINES PAPER","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015078662,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015080676,"99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2015083369,"99","1","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK ENTAL INC","9999999999","026000","","","","","N","","","","","","N","","1","","09"
2015084833,"99","1","600 PACKER","","PHILA","PA","19148","SYSCO PHILADELPHIA LLC","9999999999","060000","","","","","N","","","","","","N","","1","","08"
2015086269,"99","8","8540 VERREE RD","","PHILA","PA","19111","COBRA SERVICES","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015091028,"99","1","4000 CUNE AVE","","E CHICAGO","IL","46312","PENSKE TRUCK LEASING CO LP","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2015092047,"99","1","RT 10 GRN HLS BX 791,UN","","READING","PA","19603","PENSKE TRUCK LEASING CO LP","9999999999","025999","","","","","N","","","","","","N","","1","","04"
2015095333,"99","3","1027 READING RD","","NARVON","PA","17555","GLEN M HORST","7175075283","080000","","","","","N","","","","","","N","","2","00225402","08"
2015095767,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015095793,"99","9","1710 N FRANKLIN ST","","PITTSBURGH","PA","15233","PIONEER SUPPLY CO","9999999999","017950","","","","","N","","","","","","N","","2","","05"
2015099021,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015102010,"99","7","100SBROAD","","PHILA","PA","19110","CITY OF PHILA","9999999999","059220","","","","","N","","","","","","N","","1","","03"
2015103445,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015106201,"99","9","151 WOODPECKER LANE","","PORT MATILDA","PA","16870","ALLEN G GILBERT","8142805585","000099","","","","","N","","","","","","N","","1","99999999","08"
2015106202,"02","9","4925 PRINCETON AVENUE","","PHILADELPHIA","PA","19135","JOSEPH RILEY & SONS MOVING CO","2153420228","029240","","","","","N","","","","","","N","","1","00085429","99"
2015106412,"99","9","8810 4TH AVE","","N BERGEN","NJ","07047","RYAN TRANSPORT INC","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2015112252,"04","4","12 GOTWALS LANE, PO BOX","","OLEY","PA","19547","GEORGE HUTT INC","6107903418","023460","","","","","N","","","","","","N","","2","00085484","09"
2015114543,"99","9","BOX 2396","","SO HAMPTON","NJ","08088","DAILY AUCTION DEL","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2015121076,"99","1","BRIARSDALE","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL","9999999999","026000","","","","","N","","","","","","N","","1","","05"
2015124231,"05","1","311 NORTH WALTON BLVD","","BENTONVILLE","AZ","727160650","WAL MART TRANSPORTATION LLC","4792779847","080000","","","","","N","","","","","","N","","1","00063585","08"
2015125280,"03","1","650 4TH AVE","","LINDENWOLD","NJ","08021","PRIVATE OWNED","6097072781","080000","","","","","N","","","","","","N","","2","00688143","08"
2015125380,"02","1","1710 LORETTA AVE","","FSTRVL TRVOSE","PA","19053","JEFMAR PARTY RENTAL","2158434828","023000","","","","","N","","","","","","N","","1","01452703","09"
2015130072,"99","1","800 W MONTGOMERY AVE","","PHILADELPHIA","PA","19122","PHILADELPHIA GAS WORKS AN","9999999999","019500","","","","","","","","","","","N","","2","","09"
2015130319,"99","9","1592 RTE 38","","MT HOLLY","NJ","08060","MILLER AUTO LEASING","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2015130336,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","2","","11"
2015130347,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015131216,"99","1","GOOSE HILL RD","BOX 259","JEFFERSON","ME","04348","AMF HOLDINGS LLC","9999999999","080000","","","","","N","","","","","","N","","1","","08"
2015133759,"99","9","1097 NEWTON ST","","NO BRUSWICK","NJ","08902","KIKELHAN","4077096038","999999","","","","","N","","","","","","N","","2","","08"
2016002347,"05","2","849 ANANDINO","","LEXINGTON","KY","40511","QUALITY FLAT BEDS","8004563257","080000","","","","","N","","","","","","N","","2","01454879","08"
2016002424,"99","9","806 E GRAVERS LANE","","GLENSIDE","PA","19038","WOLFSONS RENTAL INC","9999999999","120000","","","","","N","","","","","","U","","2","","09"
2016007544,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2016008611,"99","8","1234 MARKET STREET 14TH FLOOR","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRAN","9999999999","999999","","","","","N","","","","","","U","","2","","11"
2016080171,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015001668,"03","1","1916 E 29TH ST 750","","MARSHFIELD","WI","54449","ROEHL TRANSPORT INC.","8003938400","076000","","","","","N","","","","","","N","","2","00074481","08"
2015006142,"99","9","801 S 29TH STREET","","HARRISBURG","PA","17111","VERIZON PA LLC","9999999999","033000","","","","","N","","","","","","","","2","","05"
2015010700,"99","8","6821 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015012388,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","U","","1","","99"
2015013053,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155807853","032000","","","","","N","","","","","","N","A-00999999","2","","11"
2015020710,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015020756,"02","1","160 EASTON RD","","HORSHAM","PA","19044","PJ BEN LLC","2153388818","023000","","","","","N","","","","","","N","","1","","03"
2015030565,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155805301","999999","","","","","N","","","","","","N","","1","","11"
2015031064,"99","8","ONE PENN PLAZA","","NEWARK","NJ","07105","NJ TRANSIT","8564012305","999999","","","","","N","","","","","","N","","1","","11"
2015033753,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015035197,"03","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","053800","","","","","N","","","","","","N","","1","00010206","11"
2015036674,"99","9","1050 SWEDESFORD RD","","BERWYN","PA","19312","PECO ENERGY CO","9999999999","019500","","","","","N","","","","","","N","","2","","05"
2015040405,"99","9","305 COMMERCE DRIVE","","MOORESTOWN","NJ","08057","OPEX CORP","8567271100","080000","","","","","N","","","","","","N","","2","00355013","08"
2015043216,"99","9","3400 DUNDEE RD STE 180","","NORTHBROOK","PA","60062","BEACON FUNDING CORP","9999999999","016000","","","","","N","","","","","","N","","1","","05"
2015046188,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015047518,"99","8","1350 SCHUYLKILL AVE","","PHILA","PA","19146","76 CARRIAGE CO","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015051607,"05","3","2740 N MAYFAIR","","SPRINGFIELD","MO","65803","NEW PRIME INC","4178660001","800000","","","","","N","","","","","","N","","1","00003706","06"
2015051610,"05","9","1961 HARTEL STREET","","LEVITTOWN","PA","19057","VELTRI INC","2159466400","068000","","","","","N","","","","","","N","","5","00398991","08"
2015051615,"05","7","135 RIVERVIEW DR","","RICHLAND","MS","39218","CONWELL LLC","4846631467","080000","","","","","N","","","","","","N","","2","00109745","08"
2015054366,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","TRENTON-PHILADELPHIA COACH","2155807947","042540","","","","","N","","","","","","N","","3","00010206","11"
2015057747,"05","1","3050 ELMHURST LN","","PORTSMOUTH","VA","23701","JPS EXPRESS VA INC","7574050460","080000","","","","","N","","","","","","N","","1","02008480","08"
2015061738,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015063516,"99","9","1050 SWEDESFORD ROAD","","BERWYN","PA","19312","PECO ENERGY CO","9999999999","011500","","","","","N","","","","","","N","","2","","05"
2015065448,"05","3","PO BOX 672","","CHARLOTTE COURT HSE","VA","23923","BOSS LADY TRANSPORT LLC","4344701622","999999","","","","","N","","","","","","N","","2","02595717","08"
2015066226,"99","1","5609 W 83RD ST","","BURBANK","IL","60459","ASHRAF ZIYADEH TRUCKING","7084015075","999999","","","","","N","","","","","","N","","1","","08"
2015067924,"05","1","2998 EMBASSY RD","","NORTH PORT","FL","34291","SILVER WAY TRANSPORT INC","9415390604","999999","","","","","N","","","","","","N","","1","01456186","08"
2015073267,"99","1","940 S WHELEN AVE","","MEDFORD","WI","54451","NESTLE TRANSPORTATION","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2015073734,"99","1","UNKNOWN","","UNKNOWN","ZG","99999","USPS","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2015081043,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015082824,"03","1","3301 S. GALLOWAY STREET","","PHILADELPHIA","PA","19148","HAPPY HUCKSTER CORP.","2153361466","026000","","","","","N","","","","","","N","","1","00405102","04"
2015084003,"05","1","5 LANDFORD COURT","","MAYS LANDING","NJ","08330","LOUIS C VELTRI TRUKING INC","8562384507","","","","","","N","","","","","","N","","2","00812578","08"
2015084040,"05","1","4012 BLEIGH AVE.","","PHILADELPHIA","PA","19136","KOVACEVIC,SERIF","2672540663","080000","","","","","N","","","","","","N","","2","01284991","08"
2015088340,"99","8","UNNOWN ADDRESS","","UNKNOWN","ZZ","99999","UNKNOWN CARRIER","9999999999","","","","","","N","","","","","","N","","1","","11"
2015092053,"05","9","2200 SOUTH 75TH AVE","PHOENIX ARIZONA","PHOENIX","AZ","85043","SWIFT","8004676017","999999","","","","","N","","","","","","N","","1","","08"
2015095183,"99","1","180 W DUNCANNON","","PHILA","PA","19120","GFM FOOD CORP DBA SEVEN BROTHE","9999999999","025999","","","","","N","","","","","","N","","1","","05"
2015095344,"05","4","1610 S. JUNIPER STREET","","PHILADELPHIA","PA","19148","DIBELLA CONSTRUCTION CO","2670973351","073280","","","","","N","","","","","","N","","2","02351605","04"
2015102403,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015103416,"99","7","100 S BROAD ST,3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","062000","","","","","N","","","","","","N","","2","","05"
2015106451,"99","9","7025 ALBERT PICK RD","","GREENSBORO","NC","27404","VFS LEASING CO","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015107446,"99","8","3760 E THOMPSON ST","","PHILA","PA","19137","DURHAM SCHOOL SERICES","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015114588,"99","1","4909 33RD","","OMAHA","NE","68107","UNIVERSE COMPANY INC","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015130304,"99","8","510 WALNUT ST STE 420","","PHILA","PA","19106","IMPERIAL PARKING US INC","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015135916,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2016000959,"99","8","1234 MARKET","","PHILA","PA","17102","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2016000959,"99","9","106 W CLEARFIELD ST","","PHILA","PA","19133","ENERGY COORDINATING","9999999999","016500","","","","","N","","","","","","N","","2","","05"
2016002374,"99","8","1234 MARKET STREET PHIL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","99999999","11"
2016002540,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2159928000","999999","","","","","N","","","","","","N","","2","","10"
2016007560,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2016007831,"02","1","1300 WILLIAM STREET","","BUFFALO","NY","14206-1899","DECAROLIS TRUCK","7168523808","033000","","","","","","","","","","","U","","1","00339274","09"
2016010021,"","1","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNNOWN","9999999999","","","","","","N","","","","","","U","","1","99999999","09"
2015005462,"03","3","106 MAPLE LEAF CT","PO BOX 237","GLASSBORO","NJ","08028","GLASSBORO LUMBER CO INC","8568819124","054600","","","","","N","","","","","","N","","1","00713522","04"
2015006246,"05","1","100-110 W COLUMBIA ST","","SCHUYLKILL HAVEN","PA","17972","EVANS DELIVERY COMPANY INC.","9999999999","080000","","","","","N","","","","","","N","","1","00038111","08"
2015013005,"02","8","3740 EAST THOMPSON ST","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICES LP","2155357300","028000","","","","","N","","","","","","N","","1","","11"
2015017545,"03","4","714 DUNKSFERRY ROAD UNI","","BENSALEM","PA","19020","ABC CONSTRUCTION CO INC","2156396480","073280","","","","","N","","","","","","N","","1","00084884","04"
2015022400,"99","3","916 CALLOWHILL ST","","PHILADELPHIA","PA","19123","CONSTRUCTION BUILDING SUPPLY INC","2159222550","054600","","","","","N","","","","","","N","","2","01745584","05"
